month,sc.sector,avg_percent_change
1/10/20,Real Estate,0.47
1/10/20,Health Care,0.36
1/10/20,Financials,0.33
1/10/20,Consumer Discretionary,0.29
1/10/20,Industrials,0.26
1/10/20,Materials,0.26
1/10/20,Information Technology,0.2
1/10/20,Consumer Staples,0.18
1/10/20,Energy,0.12
1/10/20,Utilities,0.09
1/10/20,Telecommunications Services,-0.26
1/11/20,Consumer Staples,0.12
1/11/20,Utilities,0.08
1/11/20,Real Estate,0.03
1/11/20,Financials,-0.01
1/11/20,Industrials,-0.06
1/11/20,Information Technology,-0.06
1/11/20,Consumer Discretionary,-0.1
1/11/20,Health Care,-0.13
1/11/20,Telecommunications Services,-0.28
1/11/20,Materials,-0.55
1/11/20,Energy,-1.14
1/12/20,Materials,0.25
1/12/20,Consumer Staples,0.07
1/12/20,Industrials,-0.14
1/12/20,Health Care,-0.15
1/12/20,Consumer Discretionary,-0.21
1/12/20,Information Technology,-0.29
1/12/20,Financials,-0.31
1/12/20,Telecommunications Services,-0.34
1/12/20,Utilities,-0.39
1/12/20,Real Estate,-0.56
1/12/20,Energy,-1.22
1/13/20,Real Estate,0.03
1/13/20,Utilities,-0.01
1/13/20,Consumer Staples,-0.34
1/13/20,Telecommunications Services,-0.61
1/13/20,Health Care,-0.67
1/13/20,Industrials,-0.71
1/13/20,Materials,-0.8
1/13/20,Financials,-0.85
1/13/20,Information Technology,-0.92
1/13/20,Consumer Discretionary,-1.07
1/13/20,Energy,-1.11
1/14/20,Energy,1.48
1/14/20,Health Care,0.95
1/14/20,Information Technology,0.82
1/14/20,Utilities,0.62
1/14/20,Industrials,0.6
1/14/20,Financials,0.58
1/14/20,Materials,0.48
1/14/20,Consumer Discretionary,0.44
1/14/20,Real Estate,0.4
1/14/20,Consumer Staples,0.39
1/14/20,Telecommunications Services,0.27
1/15/20,Real Estate,0.24
1/15/20,Materials,0.07
1/15/20,Consumer Staples,0.06
1/15/20,Utilities,0.05
1/15/20,Industrials,0.04
1/15/20,Financials,0.0
1/15/20,Health Care,-0.01
1/15/20,Consumer Discretionary,-0.17
1/15/20,Energy,-0.23
1/15/20,Information Technology,-0.32
1/15/20,Telecommunications Services,-0.37
1/16/20,Energy,1.45
1/16/20,Health Care,0.76
1/16/20,Information Technology,0.63
1/16/20,Materials,0.6
1/16/20,Industrials,0.53
1/16/20,Consumer Staples,0.53
1/16/20,Financials,0.52
1/16/20,Consumer Discretionary,0.48
1/16/20,Telecommunications Services,0.43
1/16/20,Utilities,0.42
1/16/20,Real Estate,0.36
1/17/20,Health Care,0.11
1/17/20,Information Technology,0.0
1/17/20,Industrials,-0.02
1/17/20,Consumer Staples,-0.08
1/17/20,Consumer Discretionary,-0.2
1/17/20,Utilities,-0.24
1/17/20,Real Estate,-0.26
1/17/20,Energy,-0.31
1/17/20,Materials,-0.31
1/17/20,Telecommunications Services,-0.35
1/17/20,Financials,-0.44
1/18/20,Energy,1.11
1/18/20,Information Technology,0.98
1/18/20,Health Care,0.87
1/18/20,Materials,0.73
1/18/20,Consumer Discretionary,0.6
1/18/20,Real Estate,0.59
1/18/20,Industrials,0.59
1/18/20,Financials,0.55
1/18/20,Consumer Staples,0.29
1/18/20,Utilities,0.21
1/18/20,Telecommunications Services,-0.17
1/19/20,Utilities,0.16
1/19/20,Real Estate,0.14
1/19/20,Consumer Staples,0.05
1/19/20,Health Care,-0.13
1/19/20,Consumer Discretionary,-0.17
1/19/20,Information Technology,-0.18
1/19/20,Industrials,-0.23
1/19/20,Telecommunications Services,-0.26
1/19/20,Financials,-0.34
1/19/20,Materials,-0.79
1/19/20,Energy,-1.3
1/2/201,Real Estate,0.25
1/2/201,Materials,0.09
1/2/201,Information Technology,0.01
1/2/201,Energy,-0.02
1/2/201,Consumer Staples,-0.05
1/2/201,Telecommunications Services,-0.1
1/2/201,Health Care,-0.14
1/2/201,Utilities,-0.19
1/2/201,Financials,-0.2
1/2/201,Industrials,-0.24
1/2/201,Consumer Discretionary,-0.51
1/20/20,Energy,0.38
1/20/20,Financials,0.25
1/20/20,Information Technology,0.15
1/20/20,Consumer Staples,0.13
1/20/20,Health Care,0.07
1/20/20,Industrials,0.01
1/20/20,Materials,-0.05
1/20/20,Consumer Discretionary,-0.15
1/20/20,Utilities,-0.34
1/20/20,Real Estate,-0.4
1/20/20,Telecommunications Services,-0.87
1/21/20,Energy,1.25
1/21/20,Telecommunications Services,0.04
1/21/20,Utilities,-0.02
1/21/20,Consumer Discretionary,-0.22
1/21/20,Consumer Staples,-0.28
1/21/20,Industrials,-0.29
1/21/20,Information Technology,-0.34
1/21/20,Financials,-0.35
1/21/20,Materials,-0.36
1/21/20,Health Care,-0.48
1/21/20,Real Estate,-0.48
1/22/20,Telecommunications Services,0.9
1/22/20,Consumer Staples,0.29
1/22/20,Health Care,0.27
1/22/20,Financials,0.26
1/22/20,Real Estate,0.15
1/22/20,Consumer Discretionary,0.08
1/22/20,Industrials,0.01
1/22/20,Utilities,-0.1
1/22/20,Information Technology,-0.11
1/22/20,Materials,-0.16
1/22/20,Energy,-0.25
1/23/20,Real Estate,0.11
1/23/20,Utilities,0.05
1/23/20,Consumer Discretionary,0.03
1/23/20,Energy,-0.06
1/23/20,Information Technology,-0.07
1/23/20,Telecommunications Services,-0.12
1/23/20,Industrials,-0.19
1/23/20,Consumer Staples,-0.22
1/23/20,Health Care,-0.29
1/23/20,Financials,-0.45
1/23/20,Materials,-0.79
1/24/20,Consumer Discretionary,0.26
1/24/20,Information Technology,0.22
1/24/20,Real Estate,0.18
1/24/20,Energy,0.08
1/24/20,Materials,0.03
1/24/20,Telecommunications Services,0.0
1/24/20,Industrials,0.0
1/24/20,Health Care,-0.03
1/24/20,Utilities,-0.07
1/24/20,Consumer Staples,-0.15
1/24/20,Financials,-0.17
1/25/20,Real Estate,0.45
1/25/20,Health Care,0.34
1/25/20,Utilities,0.18
1/25/20,Telecommunications Services,0.09
1/25/20,Consumer Discretionary,-0.03
1/25/20,Consumer Staples,-0.09
1/25/20,Industrials,-0.11
1/25/20,Information Technology,-0.13
1/25/20,Materials,-0.26
1/25/20,Energy,-0.27
1/25/20,Financials,-0.42
1/26/20,Energy,0.69
1/26/20,Materials,0.59
1/26/20,Real Estate,0.48
1/26/20,Industrials,0.4
1/26/20,Consumer Discretionary,0.39
1/26/20,Information Technology,0.23
1/26/20,Utilities,0.21
1/26/20,Health Care,0.13
1/26/20,Consumer Staples,0.1
1/26/20,Telecommunications Services,0.07
1/26/20,Financials,-0.17
1/27/20,Financials,0.62
1/27/20,Energy,0.14
1/27/20,Materials,0.09
1/27/20,Real Estate,0.09
1/27/20,Industrials,0.07
1/27/20,Consumer Discretionary,0.06
1/27/20,Utilities,-0.01
1/27/20,Health Care,-0.07
1/27/20,Information Technology,-0.13
1/27/20,Telecommunications Services,-0.14
1/27/20,Consumer Staples,-0.15
1/28/20,Utilities,-0.29
1/28/20,Consumer Staples,-0.33
1/28/20,Real Estate,-0.84
1/28/20,Telecommunications Services,-0.87
1/28/20,Consumer Discretionary,-1.01
1/28/20,Industrials,-1.01
1/28/20,Information Technology,-1.1
1/28/20,Energy,-1.13
1/28/20,Financials,-1.19
1/28/20,Health Care,-1.23
1/28/20,Materials,-1.24
1/29/20,Health Care,0.6
1/29/20,Materials,0.56
1/29/20,Utilities,0.56
1/29/20,Industrials,0.49
1/29/20,Energy,0.46
1/29/20,Financials,0.37
1/29/20,Consumer Discretionary,0.29
1/29/20,Telecommunications Services,0.26
1/29/20,Information Technology,0.22
1/29/20,Consumer Staples,0.17
1/29/20,Real Estate,0.1
1/3/201,Financials,0.31
1/3/201,Health Care,0.2
1/3/201,Industrials,0.13
1/3/201,Real Estate,0.11
1/3/201,Energy,0.04
1/3/201,Telecommunications Services,-0.01
1/3/201,Consumer Discretionary,-0.1
1/3/201,Information Technology,-0.12
1/3/201,Materials,-0.31
1/3/201,Consumer Staples,-0.49
1/3/201,Utilities,-0.65
1/30/20,Energy,0.65
1/30/20,Materials,0.3
1/30/20,Financials,0.15
1/30/20,Health Care,-0.01
1/30/20,Utilities,-0.04
1/30/20,Information Technology,-0.09
1/30/20,Industrials,-0.09
1/30/20,Telecommunications Services,-0.09
1/30/20,Consumer Discretionary,-0.18
1/30/20,Consumer Staples,-0.32
1/30/20,Real Estate,-0.32
1/31/20,Energy,0.59
1/31/20,Telecommunications Services,0.5
1/31/20,Real Estate,0.49
1/31/20,Utilities,0.44
1/31/20,Materials,0.3
1/31/20,Industrials,0.25
1/31/20,Health Care,0.2
1/31/20,Information Technology,0.19
1/31/20,Consumer Discretionary,0.15
1/31/20,Financials,0.1
1/31/20,Consumer Staples,0.04
1/4/201,Energy,0.82
1/4/201,Materials,0.37
1/4/201,Financials,0.35
1/4/201,Industrials,0.32
1/4/201,Consumer Discretionary,0.08
1/4/201,Consumer Staples,0.07
1/4/201,Utilities,0.07
1/4/201,Telecommunications Services,0.05
1/4/201,Information Technology,0.04
1/4/201,Health Care,-0.05
1/4/201,Real Estate,-0.67
1/5/201,Real Estate,1.04
1/5/201,Financials,0.61
1/5/201,Telecommunications Services,0.43
1/5/201,Consumer Discretionary,0.35
1/5/201,Health Care,0.25
1/5/201,Consumer Staples,0.13
1/5/201,Industrials,0.08
1/5/201,Information Technology,0.01
1/5/201,Utilities,-0.18
1/5/201,Energy,-0.19
1/5/201,Materials,-0.2
1/6/201,Health Care,0.03
1/6/201,Utilities,-0.05
1/6/201,Real Estate,-0.08
1/6/201,Consumer Staples,-0.15
1/6/201,Information Technology,-0.35
1/6/201,Materials,-0.35
1/6/201,Industrials,-0.38
1/6/201,Consumer Discretionary,-0.46
1/6/201,Financials,-0.58
1/6/201,Telecommunications Services,-0.6
1/6/201,Energy,-0.92
1/7/201,Health Care,0.55
1/7/201,Real Estate,0.35
1/7/201,Consumer Discretionary,0.24
1/7/201,Utilities,0.14
1/7/201,Industrials,0.13
1/7/201,Consumer Staples,0.08
1/7/201,Financials,0.04
1/7/201,Information Technology,-0.04
1/7/201,Energy,-0.05
1/7/201,Materials,-0.16
1/7/201,Telecommunications Services,-0.34
1/8/201,Energy,0.23
1/8/201,Industrials,0.17
1/8/201,Materials,0.16
1/8/201,Health Care,0.04
1/8/201,Information Technology,0.02
1/8/201,Utilities,-0.02
1/8/201,Consumer Staples,-0.11
1/8/201,Consumer Discretionary,-0.15
1/8/201,Financials,-0.28
1/8/201,Real Estate,-0.36
1/8/201,Telecommunications Services,-0.73
1/9/201,Health Care,0.19
1/9/201,Information Technology,-0.04
1/9/201,Industrials,-0.13
1/9/201,Real Estate,-0.14
1/9/201,Consumer Staples,-0.14
1/9/201,Materials,-0.21
1/9/201,Utilities,-0.23
1/9/201,Financials,-0.3
1/9/201,Consumer Discretionary,-0.3
1/9/201,Energy,-0.44
1/9/201,Telecommunications Services,-0.9
10/1/20,Consumer Staples,0.06
10/1/20,Health Care,0.06
10/1/20,Real Estate,-0.05
10/1/20,Materials,-0.09
10/1/20,Industrials,-0.21
10/1/20,Utilities,-0.24
10/1/20,Financials,-0.27
10/1/20,Consumer Discretionary,-0.3
10/1/20,Energy,-0.37
10/1/20,Information Technology,-0.51
10/1/20,Telecommunications Services,-0.54
10/10/2,Real Estate,0.92
10/10/2,Utilities,0.47
10/10/2,Financials,0.46
10/10/2,Energy,0.25
10/10/2,Health Care,0.2
10/10/2,Industrials,0.17
10/10/2,Consumer Staples,0.16
10/10/2,Consumer Discretionary,0.14
10/10/2,Materials,0.03
10/10/2,Telecommunications Services,-0.04
10/10/2,Information Technology,-0.32
10/11/2,Energy,0.23
10/11/2,Materials,0.19
10/11/2,Financials,0.19
10/11/2,Industrials,0.02
10/11/2,Consumer Staples,-0.02
10/11/2,Consumer Discretionary,-0.03
10/11/2,Information Technology,-0.13
10/11/2,Health Care,-0.22
10/11/2,Utilities,-0.24
10/11/2,Telecommunications Services,-0.27
10/11/2,Real Estate,-0.28
10/12/2,Real Estate,0.72
10/12/2,Financials,0.45
10/12/2,Industrials,0.25
10/12/2,Consumer Staples,0.18
10/12/2,Information Technology,0.15
10/12/2,Consumer Discretionary,0.14
10/12/2,Telecommunications Services,-0.01
10/12/2,Utilities,-0.04
10/12/2,Materials,-0.15
10/12/2,Health Care,-0.24
10/12/2,Energy,-0.53
10/13/2,Utilities,0.27
10/13/2,Real Estate,0.26
10/13/2,Information Technology,-0.02
10/13/2,Consumer Staples,-0.1
10/13/2,Materials,-0.12
10/13/2,Health Care,-0.26
10/13/2,Telecommunications Services,-0.32
10/13/2,Industrials,-0.34
10/13/2,Energy,-0.37
10/13/2,Consumer Discretionary,-0.43
10/13/2,Financials,-0.65
10/14/2,Materials,0.3
10/14/2,Information Technology,0.21
10/14/2,Real Estate,0.21
10/14/2,Energy,0.06
10/14/2,Utilities,-0.02
10/14/2,Industrials,-0.02
10/14/2,Consumer Discretionary,-0.08
10/14/2,Consumer Staples,-0.11
10/14/2,Telecommunications Services,-0.14
10/14/2,Financials,-0.24
10/14/2,Health Care,-0.33
10/15/2,Energy,1.2
10/15/2,Health Care,0.58
10/15/2,Materials,0.47
10/15/2,Information Technology,0.38
10/15/2,Consumer Discretionary,0.3
10/15/2,Telecommunications Services,0.24
10/15/2,Real Estate,0.2
10/15/2,Industrials,0.17
10/15/2,Consumer Staples,-0.03
10/15/2,Financials,-0.1
10/15/2,Utilities,-0.12
10/16/2,Energy,1.57
10/16/2,Consumer Discretionary,1.02
10/16/2,Materials,1.0
10/16/2,Information Technology,0.96
10/16/2,Health Care,0.86
10/16/2,Real Estate,0.81
10/16/2,Financials,0.8
10/16/2,Consumer Staples,0.65
10/16/2,Telecommunications Services,0.63
10/16/2,Industrials,0.6
10/16/2,Utilities,0.4
10/17/2,Utilities,0.64
10/17/2,Telecommunications Services,0.48
10/17/2,Consumer Staples,0.17
10/17/2,Materials,0.08
10/17/2,Health Care,0.05
10/17/2,Real Estate,0.02
10/17/2,Industrials,0.01
10/17/2,Financials,-0.11
10/17/2,Consumer Discretionary,-0.16
10/17/2,Information Technology,-0.2
10/17/2,Energy,-0.56
10/18/2,Financials,1.09
10/18/2,Real Estate,0.91
10/18/2,Energy,0.79
10/18/2,Industrials,0.67
10/18/2,Materials,0.64
10/18/2,Telecommunications Services,0.53
10/18/2,Utilities,0.48
10/18/2,Consumer Discretionary,0.43
10/18/2,Health Care,0.38
10/18/2,Information Technology,0.38
10/18/2,Consumer Staples,0.15
10/19/2,Utilities,0.0
10/19/2,Real Estate,-0.05
10/19/2,Industrials,-0.36
10/19/2,Consumer Discretionary,-0.37
10/19/2,Financials,-0.42
10/19/2,Telecommunications Services,-0.45
10/19/2,Consumer Staples,-0.48
10/19/2,Health Care,-0.54
10/19/2,Information Technology,-0.62
10/19/2,Energy,-0.62
10/19/2,Materials,-0.86
10/2/20,Energy,1.67
10/2/20,Materials,1.18
10/2/20,Health Care,1.16
10/2/20,Information Technology,0.97
10/2/20,Consumer Discretionary,0.92
10/2/20,Financials,0.71
10/2/20,Consumer Staples,0.62
10/2/20,Industrials,0.6
10/2/20,Real Estate,0.6
10/2/20,Telecommunications Services,0.45
10/2/20,Utilities,0.38
10/20/2,Energy,0.98
10/20/2,Materials,0.97
10/20/2,Financials,0.74
10/20/2,Industrials,0.69
10/20/2,Telecommunications Services,0.66
10/20/2,Real Estate,0.64
10/20/2,Consumer Discretionary,0.61
10/20/2,Utilities,0.55
10/20/2,Information Technology,0.42
10/20/2,Consumer Staples,0.36
10/20/2,Health Care,0.3
10/21/2,Industrials,0.48
10/21/2,Consumer Discretionary,0.47
10/21/2,Consumer Staples,0.29
10/21/2,Information Technology,0.28
10/21/2,Real Estate,0.27
10/21/2,Financials,0.24
10/21/2,Materials,0.18
10/21/2,Health Care,0.01
10/21/2,Energy,0.0
10/21/2,Utilities,-0.15
10/21/2,Telecommunications Services,-0.16
10/22/2,Consumer Staples,0.59
10/22/2,Utilities,0.39
10/22/2,Telecommunications Services,0.36
10/22/2,Materials,0.35
10/22/2,Information Technology,0.28
10/22/2,Industrials,0.23
10/22/2,Real Estate,0.21
10/22/2,Financials,0.13
10/22/2,Consumer Discretionary,0.1
10/22/2,Health Care,-0.29
10/22/2,Energy,-0.66
10/23/2,Health Care,0.49
10/23/2,Industrials,0.45
10/23/2,Information Technology,0.18
10/23/2,Financials,0.13
10/23/2,Consumer Discretionary,-0.07
10/23/2,Real Estate,-0.08
10/23/2,Energy,-0.14
10/23/2,Consumer Staples,-0.35
10/23/2,Materials,-0.41
10/23/2,Telecommunications Services,-0.48
10/23/2,Utilities,-0.54
10/24/2,Financials,0.51
10/24/2,Industrials,0.44
10/24/2,Information Technology,0.44
10/24/2,Consumer Discretionary,0.42
10/24/2,Materials,0.42
10/24/2,Real Estate,0.38
10/24/2,Health Care,0.33
10/24/2,Telecommunications Services,0.17
10/24/2,Consumer Staples,0.01
10/24/2,Utilities,-0.11
10/24/2,Energy,-0.27
10/25/2,Utilities,0.07
10/25/2,Real Estate,-0.26
10/25/2,Industrials,-0.28
10/25/2,Consumer Staples,-0.29
10/25/2,Health Care,-0.31
10/25/2,Materials,-0.47
10/25/2,Telecommunications Services,-0.55
10/25/2,Information Technology,-0.56
10/25/2,Consumer Discretionary,-0.65
10/25/2,Financials,-0.76
10/25/2,Energy,-0.84
10/26/2,Telecommunications Services,0.36
10/26/2,Financials,0.3
10/26/2,Materials,0.22
10/26/2,Consumer Discretionary,0.19
10/26/2,Information Technology,0.13
10/26/2,Industrials,0.1
10/26/2,Energy,-0.05
10/26/2,Health Care,-0.22
10/26/2,Utilities,-0.22
10/26/2,Real Estate,-0.23
10/26/2,Consumer Staples,-0.27
10/27/2,Telecommunications Services,1.22
10/27/2,Financials,0.52
10/27/2,Health Care,0.35
10/27/2,Information Technology,0.33
10/27/2,Energy,0.18
10/27/2,Industrials,0.06
10/27/2,Consumer Staples,-0.04
10/27/2,Utilities,-0.06
10/27/2,Materials,-0.17
10/27/2,Consumer Discretionary,-0.22
10/27/2,Real Estate,-0.28
10/28/2,Energy,0.78
10/28/2,Telecommunications Services,0.54
10/28/2,Health Care,0.43
10/28/2,Information Technology,0.43
10/28/2,Industrials,0.39
10/28/2,Materials,0.32
10/28/2,Financials,0.31
10/28/2,Consumer Staples,0.29
10/28/2,Consumer Discretionary,0.29
10/28/2,Utilities,-0.12
10/28/2,Real Estate,-0.24
10/29/2,Energy,0.34
10/29/2,Information Technology,0.26
10/29/2,Industrials,0.23
10/29/2,Consumer Staples,0.23
10/29/2,Real Estate,0.23
10/29/2,Consumer Discretionary,0.16
10/29/2,Financials,0.16
10/29/2,Materials,0.14
10/29/2,Health Care,0.14
10/29/2,Telecommunications Services,0.07
10/29/2,Utilities,-0.15
10/3/20,Consumer Staples,-0.24
10/3/20,Consumer Discretionary,-0.4
10/3/20,Industrials,-0.51
10/3/20,Financials,-0.52
10/3/20,Health Care,-0.52
10/3/20,Information Technology,-0.57
10/3/20,Materials,-0.63
10/3/20,Utilities,-0.67
10/3/20,Telecommunications Services,-0.85
10/3/20,Energy,-1.18
10/3/20,Real Estate,-1.25
10/30/2,Utilities,0.49
10/30/2,Telecommunications Services,0.37
10/30/2,Materials,0.2
10/30/2,Industrials,0.16
10/30/2,Consumer Discretionary,0.16
10/30/2,Information Technology,-0.05
10/30/2,Real Estate,-0.05
10/30/2,Health Care,-0.08
10/30/2,Energy,-0.12
10/30/2,Consumer Staples,-0.16
10/30/2,Financials,-0.41
10/31/2,Utilities,0.24
10/31/2,Real Estate,0.23
10/31/2,Industrials,-0.13
10/31/2,Consumer Discretionary,-0.15
10/31/2,Telecommunications Services,-0.18
10/31/2,Consumer Staples,-0.19
10/31/2,Information Technology,-0.25
10/31/2,Financials,-0.48
10/31/2,Materials,-0.49
10/31/2,Health Care,-0.63
10/31/2,Energy,-0.79
10/4/20,Financials,1.52
10/4/20,Consumer Discretionary,1.16
10/4/20,Energy,0.98
10/4/20,Information Technology,0.95
10/4/20,Materials,0.92
10/4/20,Industrials,0.86
10/4/20,Health Care,0.7
10/4/20,Real Estate,0.62
10/4/20,Telecommunications Services,0.44
10/4/20,Consumer Staples,0.25
10/4/20,Utilities,-0.29
10/5/20,Energy,1.43
10/5/20,Materials,1.25
10/5/20,Industrials,1.18
10/5/20,Financials,1.14
10/5/20,Information Technology,0.97
10/5/20,Consumer Discretionary,0.86
10/5/20,Telecommunications Services,0.74
10/5/20,Consumer Staples,0.35
10/5/20,Health Care,0.31
10/5/20,Utilities,0.09
10/5/20,Real Estate,-0.15
10/6/20,Energy,1.04
10/6/20,Materials,0.59
10/6/20,Financials,0.51
10/6/20,Real Estate,0.47
10/6/20,Industrials,0.44
10/6/20,Consumer Staples,0.28
10/6/20,Utilities,0.24
10/6/20,Consumer Discretionary,0.17
10/6/20,Information Technology,0.05
10/6/20,Telecommunications Services,0.02
10/6/20,Health Care,-0.37
10/7/20,Telecommunications Services,0.15
10/7/20,Consumer Staples,-0.19
10/7/20,Health Care,-0.31
10/7/20,Utilities,-0.32
10/7/20,Information Technology,-0.42
10/7/20,Real Estate,-0.55
10/7/20,Consumer Discretionary,-0.59
10/7/20,Industrials,-0.66
10/7/20,Materials,-0.84
10/7/20,Energy,-1.0
10/7/20,Financials,-1.11
10/8/20,Energy,0.95
10/8/20,Utilities,0.9
10/8/20,Industrials,0.6
10/8/20,Materials,0.59
10/8/20,Consumer Staples,0.49
10/8/20,Consumer Discretionary,0.46
10/8/20,Real Estate,0.41
10/8/20,Health Care,0.36
10/8/20,Financials,0.35
10/8/20,Information Technology,0.25
10/8/20,Telecommunications Services,-0.08
10/9/20,Real Estate,-0.26
10/9/20,Consumer Staples,-0.35
10/9/20,Utilities,-0.46
10/9/20,Health Care,-0.65
10/9/20,Financials,-0.83
10/9/20,Consumer Discretionary,-0.86
10/9/20,Information Technology,-0.87
10/9/20,Industrials,-0.98
10/9/20,Materials,-1.06
10/9/20,Energy,-1.14
10/9/20,Telecommunications Services,-1.23
11/1/20,Materials,0.34
11/1/20,Consumer Discretionary,0.15
11/1/20,Health Care,0.09
11/1/20,Industrials,0.06
11/1/20,Information Technology,0.04
11/1/20,Consumer Staples,-0.08
11/1/20,Financials,-0.13
11/1/20,Energy,-0.17
11/1/20,Real Estate,-0.29
11/1/20,Utilities,-0.8
11/1/20,Telecommunications Services,-1.09
11/10/2,Financials,0.66
11/10/2,Consumer Discretionary,0.56
11/10/2,Health Care,0.39
11/10/2,Industrials,0.35
11/10/2,Energy,0.06
11/10/2,Real Estate,0.06
11/10/2,Materials,0.04
11/10/2,Utilities,-0.18
11/10/2,Information Technology,-0.22
11/10/2,Consumer Staples,-0.29
11/10/2,Telecommunications Services,-0.3
11/11/2,Information Technology,0.49
11/11/2,Consumer Discretionary,0.42
11/11/2,Real Estate,0.4
11/11/2,Industrials,0.34
11/11/2,Financials,0.29
11/11/2,Materials,0.28
11/11/2,Utilities,0.18
11/11/2,Consumer Staples,0.08
11/11/2,Health Care,-0.05
11/11/2,Energy,-0.2
11/11/2,Telecommunications Services,-0.21
11/12/2,Telecommunications Services,0.4
11/12/2,Consumer Staples,-0.04
11/12/2,Information Technology,-0.08
11/12/2,Industrials,-0.13
11/12/2,Consumer Discretionary,-0.17
11/12/2,Health Care,-0.26
11/12/2,Real Estate,-0.41
11/12/2,Financials,-0.49
11/12/2,Energy,-0.52
11/12/2,Materials,-0.56
11/12/2,Utilities,-0.73
11/13/2,Materials,0.49
11/13/2,Energy,0.48
11/13/2,Consumer Staples,0.35
11/13/2,Health Care,0.32
11/13/2,Industrials,0.32
11/13/2,Consumer Discretionary,0.15
11/13/2,Telecommunications Services,0.15
11/13/2,Real Estate,0.11
11/13/2,Information Technology,0.05
11/13/2,Financials,0.03
11/13/2,Utilities,0.03
11/14/2,Energy,0.2
11/14/2,Utilities,-0.12
11/14/2,Consumer Discretionary,-0.16
11/14/2,Consumer Staples,-0.17
11/14/2,Telecommunications Services,-0.17
11/14/2,Financials,-0.19
11/14/2,Real Estate,-0.19
11/14/2,Materials,-0.21
11/14/2,Health Care,-0.33
11/14/2,Industrials,-0.4
11/14/2,Information Technology,-0.46
11/15/2,Financials,0.54
11/15/2,Energy,0.4
11/15/2,Utilities,0.35
11/15/2,Consumer Staples,0.27
11/15/2,Industrials,0.26
11/15/2,Health Care,0.2
11/15/2,Information Technology,0.2
11/15/2,Materials,0.15
11/15/2,Consumer Discretionary,0.07
11/15/2,Telecommunications Services,0.0
11/15/2,Real Estate,-0.12
11/16/2,Energy,0.51
11/16/2,Information Technology,0.27
11/16/2,Consumer Discretionary,0.2
11/16/2,Consumer Staples,0.17
11/16/2,Telecommunications Services,0.15
11/16/2,Utilities,0.08
11/16/2,Industrials,0.06
11/16/2,Materials,0.01
11/16/2,Health Care,-0.04
11/16/2,Financials,-0.08
11/16/2,Real Estate,-0.24
11/17/2,Health Care,0.21
11/17/2,Consumer Discretionary,0.02
11/17/2,Consumer Staples,0.02
11/17/2,Utilities,-0.11
11/17/2,Information Technology,-0.17
11/17/2,Real Estate,-0.18
11/17/2,Telecommunications Services,-0.27
11/17/2,Financials,-0.29
11/17/2,Industrials,-0.36
11/17/2,Materials,-0.55
11/17/2,Energy,-0.9
11/18/2,Materials,0.42
11/18/2,Industrials,0.32
11/18/2,Financials,0.22
11/18/2,Consumer Staples,0.19
11/18/2,Health Care,0.17
11/18/2,Telecommunications Services,0.14
11/18/2,Utilities,0.05
11/18/2,Information Technology,0.04
11/18/2,Real Estate,-0.01
11/18/2,Energy,-0.05
11/18/2,Consumer Discretionary,-0.08
11/19/2,Consumer Discretionary,0.37
11/19/2,Materials,0.32
11/19/2,Consumer Staples,0.27
11/19/2,Energy,0.27
11/19/2,Financials,0.16
11/19/2,Industrials,0.15
11/19/2,Real Estate,0.03
11/19/2,Information Technology,-0.02
11/19/2,Telecommunications Services,-0.02
11/19/2,Health Care,-0.11
11/19/2,Utilities,-0.14
11/2/20,Energy,0.45
11/2/20,Health Care,0.08
11/2/20,Real Estate,0.08
11/2/20,Industrials,-0.1
11/2/20,Materials,-0.14
11/2/20,Utilities,-0.15
11/2/20,Financials,-0.15
11/2/20,Information Technology,-0.19
11/2/20,Consumer Staples,-0.22
11/2/20,Consumer Discretionary,-0.23
11/2/20,Telecommunications Services,-1.5
11/20/2,Health Care,0.39
11/20/2,Consumer Discretionary,0.26
11/20/2,Financials,0.21
11/20/2,Industrials,0.14
11/20/2,Information Technology,0.07
11/20/2,Real Estate,0.06
11/20/2,Materials,0.02
11/20/2,Energy,-0.2
11/20/2,Utilities,-0.3
11/20/2,Consumer Staples,-0.36
11/20/2,Telecommunications Services,-0.63
11/21/2,Energy,0.41
11/21/2,Telecommunications Services,0.33
11/21/2,Information Technology,0.19
11/21/2,Materials,0.15
11/21/2,Industrials,0.14
11/21/2,Consumer Staples,0.1
11/21/2,Consumer Discretionary,0.06
11/21/2,Health Care,0.03
11/21/2,Financials,-0.07
11/21/2,Utilities,-0.11
11/21/2,Real Estate,-0.17
11/22/2,Consumer Staples,0.47
11/22/2,Consumer Discretionary,0.46
11/22/2,Real Estate,0.34
11/22/2,Telecommunications Services,0.26
11/22/2,Industrials,0.23
11/22/2,Materials,0.18
11/22/2,Information Technology,0.15
11/22/2,Health Care,0.08
11/22/2,Utilities,-0.11
11/22/2,Financials,-0.12
11/22/2,Energy,-0.18
11/23/2,Health Care,0.34
11/23/2,Energy,0.25
11/23/2,Consumer Staples,0.13
11/23/2,Consumer Discretionary,0.1
11/23/2,Materials,0.07
11/23/2,Industrials,-0.03
11/23/2,Real Estate,-0.17
11/23/2,Telecommunications Services,-0.27
11/23/2,Information Technology,-0.28
11/23/2,Financials,-0.31
11/23/2,Utilities,-0.51
11/24/2,Consumer Discretionary,1.07
11/24/2,Energy,0.92
11/24/2,Industrials,0.82
